"","section","X_1","X_2","D","CV","gg_j","gg_m"
"1",0,4.00542471536851,1.48697234457359,2.51845237079492,0.648465407744283,0.229575244051522,1
"2",0,9.77271424564433,10.5450274537763,-0.772313208131928,0.0537567525711381,0.477937064517078,1
"3",0,7.32389386701298,5.40896481813347,1.9149290488795,0.212687401853189,0.398756951116099,1
"4",0,2.67371876863763,1.51158416410908,1.16213460452855,0.392685199957264,0.323410562904142,1
"5",0,12.1994531800257,12.6159088214146,-0.416455641388893,0.0237335734270077,0.492057616541812,1
"6",0,2.80770996119827,3.08952588587999,-0.281815924681723,0.067582154268947,0.471733900743272,1
"7",0,0.519991671723322,7.61665422205219,-7.09666255032887,1.23345621245948,0.0589830825934526,1
"8",0,3.85859015376723,8.19937351226597,-4.34078335849874,0.509107082002999,0.283660494007166,1
"9",0,5.25010805056167,8.57730094301415,-3.32719289245247,0.3402923364257,0.35001299690846,1
"10",0,0.54568952366385,15.0469043671235,-14.5012148434597,1.31522791179878,0.0349716896876305,1
"11",0,12.6070386007653,6.24675540698177,6.36028319378352,0.47708162874201,0.289460632803069,1
"12",0,3.98574110565192,1.60243021789938,2.38331088775253,0.603150903159699,0.245072931749379,1
"13",0,10.2048451076717,0.879960122983903,9.32488498468784,1.18968069699992,0.0687439568114064,1
"14",0,0.268125599250197,4.10261778139925,-3.83449218214905,1.24070218187988,0.0570562665872089,1
"15",0,0.565061736851931,2.85241128178313,-2.2873495449312,0.946547560343757,0.140790399223408,1
"16",0,0.241240330506116,1.40731759369373,-1.16607726318762,1.00031806960937,0.125208071134066,1
"17",0,10.5948069270495,0.749249072349696,9.84555785469979,1.22740239011363,0.058362662873498,1
"18",0,2.85274312132969,11.5946526431387,-8.74190952180897,0.855720104047117,0.167044857969682,1
"19",0,2.55037972005084,2.48317594872788,0.0672037713229656,0.0188813814928201,0.487826319881505,1
"20",0,1.20049505409129,3.28752443892881,-2.08702938483753,0.657640918382524,0.231470843445536,1
"21",0,6.67685913832343,0.0437399011448735,6.63311923717855,1.39580521482769,0.00825855607810817,1
"22",0,0.566396559588611,0.261243095155805,0.305153464432806,0.521425194566442,0.274380554072821,1
"23",0,20.5908887357193,11.8885622819172,8.70232645380212,0.378914904949667,0.326041863484908,1
"24",0,3.80589724031693,11.5513634954797,-7.74546625516278,0.71326153885126,0.211936462210046,1
"25",0,0.0162047543562949,0.72436650050804,-0.708161746151745,1.35232354642913,0.0238719327836031,1
"26",0,1.5145202097483,2.44000199250877,-0.925481782760471,0.330970170849481,0.35449556929596,1
"27",0,5.94092193038619,10.8370927131577,-4.89617078277155,0.412696690985117,0.320295036238872,1
"28",0,0.190907425712794,7.34670644584012,-7.15579902012733,1.34257713333825,0.0268730443086817,1
"29",0,1.35118805104867,2.72882108809426,-1.3776330370456,0.477515431588564,0.296116790255248,1
"30",0,2.24419278325513,0.482053747150926,1.7621390361042,0.914092286171363,0.146500546454857,1
"31",0,1.89903605729342,9.66649575116944,-7.76745969387603,0.94979176281612,0.139272118284904,1
"32",0,1.91421527542875,3.64779693519181,-1.73358165976306,0.440785564986137,0.310164198196816,1
"33",0,0.619862074963748,5.29959958394621,-4.67973750898246,1.11803211759763,0.0915766222635835,1
"34",0,4.96890024252828,2.21273315479406,2.75616708773422,0.54274684601603,0.266344661557502,1
"35",0,13.7567207117783,6.62108904195434,7.13563166982395,0.49521058472516,0.282460350717023,1
"36",0,0.0348545983433723,8.65841106469643,-8.62355646635306,1.40287332555097,0.00588298317063647,1
"37",0,26.7095666457166,1.47165892322861,25.2379077224879,1.26650955260066,0.0464491494346674,1
"38",0,12.5870495003866,14.5359527683797,-1.94890326799309,0.101617269579443,0.455182668434126,1
"39",0,0.286061328523132,8.21263737003219,-7.92657604150906,1.31901032601489,0.03408712664769,1
"40",0,4.37642769867039,1.98348745470867,2.39294024396172,0.532102782088382,0.270253019848751,1
"41",0,2.60376444086432,6.4086781114102,-3.80491367054588,0.597059064214146,0.252081074987606,1
"42",0,6.4021834542737,9.50090689068557,-3.09872343641187,0.275560071329536,0.377294882861791,1
"43",0,12.4534463599858,2.93020448414609,9.52324187583969,0.875468245803905,0.156900208672653,1
"44",0,21.2384862626407,6.33724808206266,14.9012381805781,0.764205691413363,0.189162749332571,1
"45",0,28.5928039981012,10.0436400431664,18.5491639549348,0.678956873146298,0.21457839461442,1
"46",0,19.2665502075326,5.6951094815172,13.5714407260154,0.768895809604083,0.188122533159559,1
"47",0,0.394198417197913,2.58208116516471,-2.1878827479668,1.03959771568254,0.113901310379118,1
"48",0,11.3383408163892,0.217733036261052,11.1206077801282,1.36092193118705,0.0199334390709023,1
"49",0,8.73921812425139,0.11679514311254,8.62242298113885,1.37691161387269,0.0148279241181243,1
"50",0,8.82703888089243,0.342864638660103,8.48417424223232,1.30845807192167,0.0356900380902301,1
"51",0,1.30463658405073,3.44981588656083,-2.1451793025101,0.63808433927653,0.238125632744094,1
"52",0,6.73285813049829,19.4594963163811,-12.7266381858828,0.687154122108146,0.218994760097224,1
"53",0,4.58451158398657,7.01818196012595,-2.43367037613938,0.296631953537061,0.36856308989222,1
"54",0,11.8293009865781,4.19566523262715,7.63363575395096,0.673673258700261,0.220157146635139,1
"55",0,6.78817072396583,4.71497895959317,2.07319176437265,0.254881140490288,0.38033062145899,1
"56",0,5.27704428860402,0.0166013596583704,5.26044292894565,1.40534335475336,0.00451946188782809,1
"57",0,9.59836089941573,4.47941129022669,5.11894960918905,0.514235339576374,0.276137899117321,1
"58",0,2.37158427480608,17.3621376329642,-14.9905533581581,1.07429525791773,0.102743827302911,1
"59",0,0.639030835365345,4.46809956782913,-3.82906873246379,1.06030598500518,0.10791817929656,1
"60",0,1.35208001825958,4.41063030136234,-3.05855028310275,0.750591831214546,0.200716416244411,1
"61",0,7.76657145483806,0.230973505707944,7.53559794913012,1.33252702833485,0.0286714499394036,1
"62",0,7.84448227803123,1.92576323170215,5.91871904632908,0.856716726192376,0.163070853692305,1
"63",0,7.58068169425142,3.19357461528853,4.38710707896289,0.575845436789805,0.254238537279628,1
"64",0,1.90968046430498,3.50396930478947,-1.59428884048448,0.416477791641548,0.319705378771268,1
"65",0,1.72722322167829,2.6002856134437,-0.873062391765416,0.285313496118544,0.373775701991857,1
"66",0,0.675276094116271,0.974092045798898,-0.298815951682627,0.25621300745189,0.386403494411096,1
